,description,poste,entreprise,localisation,ADRESSE,DATE DE PUBLICATION,scrap_timestamp,TYPE DE CONTRAT,SALAIRE
73,"Location: Dubai, UAE (We provide visa sponsorship & relocation assistance) 
Annual Base Salary range of $75,000 - $100,000 per annum + performance-based bonus - 0% tax environment + an opportunity to join our employee share scheme
About Cobblestone Energy 
Cobblestone Energy is an energy trading company specialising in the Great Britain and European wholesale electricity markets. Founded in 2017, we are part of the next generation of companies defining the future of global commodity trading. 
We make use of advanced data analytics and extensive research to drive profitable decision making, trading enough electricity every day to power a small country, and growing every day. In doing so, we help to balance the electricity grid, lowering the cost to end consumers, and aiding the transition to a renewable future. Technology and risk management form the backbone of our business. 
At Cobblestone Energy, we are a diverse team of over 50 people from 20+ nationalities - we believe in hiring extraordinary talent from all around the world. Our flat organizational structure helps us in giving our team members complete ownership of the work and ensures ideas come from every level. We believe in providing unlimited growth opportunities to our people alongside constant feedback and support, which allows us to cover our vulnerabilities and grow as a team in new and interesting ways. With the right performance and potential, you could be managing the power desk for an entire country within eighteen months in your role. Come join our dream team! 
Cobblestone Values 
Lifelong learning with continuous reflection 
Independent thinking through a meritocracy of ideas 
The team is more important than the individual
Being the best in any market we enter
Hiring and keeping only the most effective people 
Others must benefit from our existence. 
What we offer in this role 
A full-time position on our Commercial team
Committed and remarkably talented colleagues. 
Highly competitive compensation dependent on performance 
An exciting, challenging and fulfilling career. 
Investment in your development to ensure that you always remain the best in business. 
Equity participation for strong contributors, ensuring our interests are all aligned long term. 
Summary: We are seeking a highly motivated and talented Data Scientist to join our dynamic team. With a passion for data-driven solutions and a strong academic background, the successful candidate will play a key role in supporting our business decisions and driving operational efficiencies through the use of advanced analytics and predictive modelling techniques. 
Key Responsibilities: 
Analyse large and complex datasets to uncover key insights and inform business decisions. 
Design and implement predictive models to support the optimization of trading strategies and market forecasting. 
Collaborate with cross-functional teams to identify business needs and develop data-driven solutions
Stay up to date with the latest advancements in data science and machine learning and apply these to the power trading domain 
Communicate findings and insights to stakeholders in a clear and concise manner. 
Requirements: 
2-3 years of experience in data science or a related field, with a proven track record of success 
Strong academic background in computer science, mathematics, statistics, or a related field 
Excellent problem-solving and critical thinking skills 
Proficiency in python programming language. 
Knowledge of machine learning algorithms and data visualization tools 
Excellent communication and collaboration skills, with the ability to work effectively in a fast-paced, cross-functional team environment. 
This is an outstanding opportunity for a driven and talented Data Scientist to join a market-leading power trading company and make a significant impact on our business operations. If you possess a passion for data science and a proven track record of success, we encourage you to apply. 
Note: While previous work experience in the power trading domain is highly desirable, it is not a requirement for this role. ","DATA SCIENTIST - Dubai, UAE","Cobblestone Energy - Dubai, UAE.",Tunis,"
Tunis,","
Il y a 30+ jours",2023-07-04 12:48:52.212655,,
74,"An exciting opportunity to work within a vibrant and dynamic International School in Tashkent, Uzbekistan, which boasts both the International Baccalaureate and local educational systems.
About Oxbridge International School
We have 200 employees so far working with us and 30 of them are expats. There is a strong commitment to the on-going professional training of all staff and for providing leadership development at all levels. You can find videos of the school on Youtube and get the idea of the school, facilities and the team. Brilliant opportunity to save money, as the cost of living in Tashkent is very cheap.
Youtube Channel
Instagram
Facebook
Very competitive package is provided.
Main duties and responsibilities of the job:
Collaboratively planning, preparing and delivering differentiated lessons
Assessing and reporting student progress
Responsible for student welfare and pastoral development of the class group
Maintaining the learning environment of the classroom and managing resources
Organizing and taking part in school events, trips, and extra-curricular activities
Line management of the teaching assistant
The ideal candidate will have:
At least Bachelor's degree
Previous experience
The ability to differentiate and deliver conceptual, engaging and inquiry-based lessons
Familiarity and experience with collaborative planning and a team-teaching approach
A wonderful opportunity to discover Central Asia and work in one of the most dynamic schools of Tashkent, Uzbekistan. We have over 250 people working together to provide high quality education to the students and over 40 expats.
Please note that the job requires relocation!
Powered by JazzHR",Biology teacher,Oxbridge International School,Tunis,"
Tunis,","
Il y a 30+ jours",2023-07-04 12:48:52.769244,,"
10 $US–20 $US Par Heure"
75,"An exciting opportunity to work within a vibrant and dynamic International School in Tashkent, Uzbekistan, which boasts both the International Baccalaureate and local educational systems.
About Oxbridge International School
We have 200 employees so far working with us and 30 of them are expats. There is a strong commitment to the on-going professional training of all staff and for providing leadership development at all levels. You can find videos of the school on Youtube and get the idea of the school, facilities and the team. Brilliant opportunity to save money, as the cost of living in Tashkent is very cheap.
Youtube Channel
Instagram
Facebook
Very competitive package is provided.
Main duties and responsibilities of the job:
Collaboratively planning, preparing and delivering differentiated lessons
Assessing and reporting student progress
Responsible for student welfare and pastoral development of the class group
Maintaining the learning environment of the classroom and managing resources
Organizing and taking part in school events, trips, and extra-curricular activities
Line management of the teaching assistant
The ideal candidate will have:
At least Bachelor's degree
Previous experience
The ability to differentiate and deliver conceptual, engaging and inquiry-based lessons
Familiarity and experience with collaborative planning and a team-teaching approach
A wonderful opportunity to discover Central Asia and work in one of the most dynamic schools of Tashkent, Uzbekistan. We have over 250 people working together to provide high quality education to the students and over 40 expats.
Please note that the job requires relocation!
Powered by JazzHR",Chemistry teacher,Oxbridge International School,Tunis,"
Tunis,","
Il y a 30+ jours",2023-07-04 12:48:53.309500,,"
10 $US–20 $US Par Heure"
76,"Euro Exim Bank, an award-winning and high-performing global financial institution is seeking freelance-based professionals to sell trade finance services to exporters and importers worldwide.
If you are truly passionate about sales and have outstanding selling skills, this role could be for you.
Main features of the job,
Freelance basis only (this is NOT a permanent position)
Commission-based pay only (this is NOT a fixed salaried position)
Working from home from your country of residence (this is NOT an office-based position)
There is NO investment or fee required from you.
Your main task is to attract new clients (sales) involved in international trade such as exporters and importers by offering them our trade finance services such as LC (Letter of Credit, SBLC (Stand-by Letter of Credit), BG (Bank Guarantee) necessary for them to trade successfully in the global market.
About The Job
Identify opportunities (lead generation) and generate sales from your country of residence.
Build and maintain strong customer relationships and assist with all relevant client checks.
Review Trade Finance client information in respect of Anti-Money Laundering (AML), Know Your Customer (KYC) and Counter-Terrorism Finance (CTF) requirements.
You Must Have
2+ years of experience in financial consultation, corporate advisory, corporate and institutional banking, business banking, or any related/similar sector
Highly accomplished in sales and lead generation
Excellent communication and negotiation skills
An understanding of KYC, AML, PEPs is advantageous
Outstanding academic performance
Accuracy, diligence and a high level of attention to detail
A mobile phone, a PC with internal or external webcam capability and reliable internet
The Remuneration
All members of our global sales team are given a commission scheme ranging from 6.5% to 15% on successful transaction volumes (terms & conditions apply). Your commission earnings will increase with your performance growth. There is no investment or fee required from you to come on board with us.
Additional Benefits
Flexible working conditions such as working-from-home and selected hours
Ongoing delivery of high-quality training and trade finance product knowledge
Opportunity to learn and develop new skills
Live support from our senior management team
Expand your professional network by connecting with our professional LinkedIn followers
Sales lead help for high performing individuals",Freelance Trade Finance Professional,Trdfin Support Service Pvt Ltd,Tunis,"
Tunis,","
Il y a 30+ jours",2023-07-04 12:48:53.813965,,
77,"Company Description

Jobs for Humanity is dedicated to building an inclusive and just employment ecosystem. Therefore, we have dedicated this job posting to individuals coming from the following communities: Refugee, Neurodivergent, Single Parent, Blind or Low Vision, Deaf or hard of hearding, Black, Hispanic, Asian, Military Veterans, the Elderly, the LGBTQ, and Justice Impacted individuals. If you identify with any of the following communities do not hesitate to register.

Company Name: FIS GlobalJob Description

Position Type :
Full time
Type Of Hire :
Experienced (relevant combo of work and education)
Education Desired :
Bachelor's Degree
Travel Percentage :
0%
Are you curious, motivated, and forward-thinking? At FIS you’ll have the opportunity to work on some of the most challenging and relevant issues in financial services and technology. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun.
About the team:
The EMEA Purchasing Team is based in Tunisia and is part of the Global Purchasing Operations.
The team manages 5000+ purchase orders across EMEA for a yearly total spend of $ 60M+.
What you will be doing:
Develop purchasing programs for the corporation
Keep records of all acquisitions to ensure purchases remain within budget and on schedule
Review pricing quotes, process requisitions and complete purchase orders
Resolve outstanding issues, comply with users requests and respond to vendors inquiries
Receive requisitions and check each item for quantity, specifications and delivery requirements
Communicate with different actors (AP, vendors, requesters) to resolve issues
Other related duties assigned as needed
What you will bring:
Excellent verbal and written communication skills to technical and non-technical audiences of various levels in the organization, executive, management, individual contributors
Excellent problem-solving, team and time management skills managing multiple deadlines for self and others
Proficiency to operate independently
Ability to maintain confidentiality
Added bonus if you have:
Knowledge of supply chain or purchasing functions and procedure
Knowledge of vendor relations
Basic knowledge of project management methods and techniques
What we offer you
An attractive salary package and other bonuses as performance bonus, meals vouchers, transportation….
Attractive range of benefits including private medical cover, dental cover, and travel insurance.
Continuous development through our diversified training across core financial, sales and FIS solutions.
A modern, international work environment and a dedicated and motivated, supportive team.
A broad range of professional development possibilities, resources and opportunities
 What we offer you:
At FIS, we are as committed to growing our employees’ careers as our own business. We offer:
An attractive salary package and other bonuses as performance bonus, meals vouchers, transportation….
Attractive range of benefits including private medical cover, dental cover, and travel insurance.
Continuous development through our diversified training across core financial, sales and FIS solutions.
A modern, international work environment and a dedicated and motivated, supportive team.
A broad range of professional development possibilities, resources and opportunities
#LI-AG1
#LI-Hybrid
Privacy Statement
FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the Online Privacy Notice.
Sourcing Model
Recruitment at FIS works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company.
#pridepass",Purchasing Analyst I,Jobs for Humanity,Ariana,"
Ariana,","
Il y a 3 jours",2023-07-04 12:48:54.369048,,
78,"Dans le cadre des interventions de notre division ""Développement Personnel & Managérial"", nous souhaitons faire appel à des formateurs / formatrices avec un minimum de 10 ans d'expérience professionnelle dont 2 ans (au moins) dans l'animation des formations.
Les sujets de maîtrise de l'intervenant(e) sélectionné(e) devraient être autour: La gestion des priorités, la pensée critique, la communication interpersonnelle, la transversalité, la gestion du stress, ....

L'intervenant(e) sélectionné(e) bénéficiera de l'expérience et des approches pédagogiques de pointe développées par Trusted Advisors auprès de plus de 125 clients dans 25 pays.

Prière de nous soumettre votre CV incluant la liste de vos interventions afin de situer la pertinence de votre expérience par rapport aux projets que nous déploierons.
Lieu: Tunis
Type de contrat: Indépendant
Type d'interventions: Présentiel majoritairement
Taux journalier: à négocier selon les types des interventions","Formateurs expérimentés en ""Développement Personnel / Soft Skills"" (basés en Tunisie)",Trusted Advisors,"Tunis, Tunisie","
Tunis, Tunisie","
Il y a 30+ jours",2023-07-04 12:48:54.910257,,
79,"Dans le cadre des interventions de notre division ""Développement Personnel & Managérial"", nous souhaitons faire appel à des formateurs / formatrices avec un minimum de 10 ans d'expérience professionnelle dont 2 ans (au moins) dans l'animation des formations.

Les sujets de maîtrise de l'intervenant(e) sélectionné(e) devraient être autour: La négociation commerciale, la prospection, le cross selling et l'upselling, l'utilisation efficace des CRM, la gestion de la force de vente, l'organisation commerciale performante ...

L'intervenant(e) sélectionné(e) bénéficiera de l'expérience et des approches pédagogiques de pointe développées par Trusted Advisors auprès de plus de 125 clients dans 25 pays.

Prière de nous soumettre votre CV incluant la liste de vos interventions afin de situer la pertinence de votre expérience par rapport aux projets que nous déploierons.
Lieu: Tunis
Type de contrat: Indépendant
Type d'interventions: Présentiel majoritairement
Taux journalier: à négocier selon les types des interventions","Formateurs expérimentés en ""Vente et Management Commercial"" (basés en Tunisie)",Trusted Advisors,"Tunis, Tunisie","
Tunis, Tunisie","
Il y a 30+ jours",2023-07-04 12:48:55.435308,,
80,"Dans le cadre des interventions de notre division ""Développement Personnel & Managérial"", nous souhaitons faire appel à des formateurs / formatrices avec un minimum de 10 ans d'expérience professionnelle dont 2 ans (au moins) dans l'animation des formations.
Les sujets de maîtrise de l'intervenant(e) sélectionné(e) devraient être autour: Le management des équipes, la gestion des projets, la gestion des conflits, le leadership, la motivation et l'engagement ...
L'intervenant(e) sélectionné(e) bénéficiera de l'expérience et des approches pédagogiques de pointe développées par Trusted Advisors auprès de plus de 125 clients dans 25 pays.

Prière de nous soumettre votre CV incluant la liste de vos interventions afin de situer la pertinence de votre expérience par rapport aux projets que nous déploierons.
Lieu: Tunis
Type de contrat: Indépendant
Type d'interventions: Présentiel majoritairement
Taux journalier: à négocier selon les types des interventions","Formateurs expérimentés en ""Management des Organisations"" (basés en Tunisie)",Trusted Advisors,"Tunis, Tunisie","
Tunis, Tunisie","
Il y a 30+ jours",2023-07-04 12:48:56.644006,,
81,"About us:
At Cognira, we strongly believe that people are the biggest asset of our company.
Our hand-picked team consists of passionate, collaborative, and forward-thinking individuals from all over the globe.
Our industry-leading PromoAI Solution leverages data science and AI to effectively manage the entire end-to-end promotion lifecycle in a single tool, allowing retailers to effectively plan, optimize, and analyze all types of promotions.
For the last three years in a row, Cognira has been recognized as one of the fastest-growing companies in North America. We are proud to have a growing team of domain experts and data scientists, as well as a culture that fosters strong and long-lasting relationships with our clients.

Are you ready to grow with us?
To find out more about Cognira, please visit our website at www.cognira.com

About this role:
Cognira is seeking an experienced Motion Graphic Designer to join our Marketing team.
As a Motion Graphics Designer, you will craft high-quality Graphics, video animations, and original content for use in all our marketing channels and sales collateral.
The ideal candidate must have a strong design sensibility, experience in a deadline-driven environment, technical skills with digital graphics and animations, and the ability to handle complex projects.

What you will do:
Design cutting-edge motion graphics using After Effects.
Create storyboards and create outlines for video projects.
Design digital and print assets to be used across multiple channels.
Tell pleasing, impactful, and engaging stories with visuals and videos.
Assist Cognira’s marketing department in the creation and development of sales & marketing collateral.
Assist Cognira’s marketing department in executing strategies across multiple channels
Use After Effects, animate charts, graphs, and other visual assets.
Participate in creative brainstorming sessions.
Be attentive to details when applying product guidelines and best practices

We would love to hear from you if you have:
2+ years of experience in creating graphic design, and motion graphics
Proficient in Adobe Suite:
Adobe After Effects
Adobe Illustrator
Adobe Photoshop
Adobe Premiere
A Portfolio that demonstrates graphics and motion graphics skills
Receiving and applying feedback from multiple stakeholders
Excellent written and verbal communication skills.
Strong understanding of written and verbal English
Ability to operate under pressure, meet deadlines, and be responsive to feedback.
Even better if you have:
UI/UX design knowledge
Start-up experience
Experience with sales and marketing

Perks:
Competitive salaries, progressive bonuses, and benefits.
A startup experience.
Great company culture.
Mentoring opportunity.
Learn and share sessions.
Social events and after-work.
A flexible, diverse work environment.
Casual dress code.
Respectful, innovative team.
Work/life balance",Motion Graphics Designer,Cognira,"Les Berges Du Lac 2, Tunis","
Les Berges Du Lac 2, Tunis 1053","
Il y a 30+ jours",2023-07-04 12:48:57.235422,,
82,"Contexte
Vneuron Risk & Compliance est un leader et un acteur clé dans la Lutte anti-Blanchiment de Capitaux (LBC) et dans la lutte contre le Financement du Terrorisme (FT). Notre principale mission est de créer de la technologie pour la lutte contre les crimes financiers afin de participer à la croissance mondiale et à la sécurité internationale.
En effet, d'après les statistiques de l'UNODC (United Nation Office on Drugs and Crime), l'argent blanchi à travers le monde représente 2-5% de notre PIB international, équivalent à $800 milliards - $2 trillion US dollars. Cette somme colossale de fonds illicites provient de la corruption, du trafic de drogue, de l'exploitation des enfants au travail, du commerce d'organes et ainsi de suite.
Reconnu par des experts en matière de LBC - FT, Vneuron R&C est positionnée dans la liste Deloitte Regtech Universe et notre solution Reis RCS fait partie du top 100 des solutions Regtech les plus innovantes pour l'année 2022.
Reis RCS assure l'automatisation des processus de conformité contre le blanchiment d'argent (Anti-Money Laundering, AML). Sur une base quotidienne, Reis RCS assure le filtrage d'environ 27 millions de profils et est utilisé par plus de 15 000 agents à travers le monde.
Plus dune centaine d'Institutions Financières mondiales ont bénéficié de Reis pour se conformer pleinement à la réglementation LBC-FT à travers 45 pays en Europe, en Afrique, aux Etats Unis et au Moyen Orient.

Culture
Vneuron met au cœur de ses priorités l'épanouissement de ses collaborateurs et permet à ses équipes de travailler dans des conditions optimales. Nous vous invitons à intégrer une équipe jeune, passionnée et animée par le goût du challenge. Nous portons également les valeurs du respect, de l'engagement et de l'évolution. Vous serez aussi entourés par des experts techniques et fonctionnels pour vous aider à évoluer dans votre parcours professionnel.
En tant que Consultant d'intégration logicielle, vous serez responsable de réaliser les développements nécessaires dans le cadre de nos projets clients afin de répondre aux exigences techniques et fonctionnelles.

Missions
Analyse des besoins et des exigences du projets en tenant compte des fonctionnalités de la suite Reis
Participation à l'élaboration des documents de spécifications techniques
Réalisation des configurations et des développements nécessaires pour l'implémentation des exigences techniques et fonctionnelles
Intégration et implémentation des mécanismes d'interfaçage entre la suite Reis et le système d'information du client
Modélisation des règles métiers afin de les implémenter sur Reis en respectant les bonnes pratiques
Evaluation de la charge nécessaire pour la réalisation de la partie technique du projet
Assistance pendant la phase de déploiement et de recette dans l'environnement du client
Rédaction de la documentation des solutions techniques mises en place.

Profil recherché
Issu d'une formation supérieure en informatique avec idéalement une composante de Gestion
Vous disposez dune expérience effective d'un an à 3 ans, dans un environnement d'intégration de progiciel, idéalement dans le domaine de la Finance
Vous êtes rigoureux(se) et méthodique
Vous avez de fortes capacités d'analyse qui vous permettent de modéliser les besoins pour les implémenter de la manière la plus optimale
Vous êtes orienté solutions et vous avez la capacité à communiquer aisément
Adaptabilité et gestion de stress seront vos meilleurs alliés
Connaissances techniques requises : JavaScript, Postman, Form.io, Freemaker, UML/BPMN, Gitlab, SQL, PostgreSQL
Une bonne maîtrise des mécanismes d'intégration de données et des outils Talend/ETL et Spring Intégration
Une bonne maîtrise de MS Office.

Avantages
L'opportunité de travailler sur des projets intéressants et qui participent à rendre le monde meilleur
Un contexte évolutif et international
Une équipe jeune, passionnée, à grand potentiel et qui valorise l'esprit de partage
Un environnement agréable et convivial
Une évaluation équitable de votre candidature quel que soient le genre, la nationalité, la religion, l'origine et la couleur du candidat.


Prochaine étape
Vous avez de l'audace et la volonté de réussir ? N'attendez plus, venez contribuer à votre succès et au notre !
Suivez-nous sur LinkedIn afin den savoir plus sur notre Spark team et nos solutions.",Consultant d'Intégration Logiciel,Vneuron,Tunis,"
Tunis,","
Il y a 30+ jours",2023-07-04 12:48:57.806289,,
83,"Vneuron Risk & Compliance est un leader et un acteur clé dans la lutte contre le blanchiment d'argent et le financement du terrorisme. Nous créons des solutions logicielles en utilisant des technologies de pointe et robustes.
D'après les statistiques de l'UNODC (United Nation Office on Drugs and Crime), l'argent blanchi à travers le monde représente 2-5% de notre PIB international, équivalent à $800 milliards - $2 trillion US dollars. Cette somme colossale de fonds illicites provient de la corruption, du trafic de drogue, de l'exploitation des enfants au travail, du commerce d'organes et ainsi de suite.
Notre principale mission est de créer de la technologie pour la lutte contre les crimes financiers afin de participer à la croissance mondiale et à la sécurité internationale.
Utilisée par plus de 15 000 utilisateurs, notre solution Reis RCS assure l'automatisation des processus de conformité AML (Anti-Money Laundering). Reis RCS fait partie du top 100 des solutions regtech les plus innovantes pour l'année 2022.
Nos clients sont des institutions financières venant de plus que 45 pays européens, africains, du moyen orient et de l'Amérique. Nous sommes basés à Tunis et nous avons des filiales en France, au Cameroun et au Qatar.
Culture
Vneuron met au cœur de ses priorités l'épanouissement de ses collaborateurs et permet à ses équipes de travailler dans des conditions optimales. Notre équipe est animée par le goût du challenge et elle porte les valeurs du respect, de l'engagement et de l'évolution. Vous serez aussi entourés par des experts techniques et fonctionnels pour vous aider à évoluer dans votre parcours professionnel.
Missions
L'analyse de lexistant, la modélisation et l'optimisation des processus métiers
L'animation des ateliers fonctionnels pour le recueil des besoins client.
La rédaction des spécifications fonctionnelles détaillées.
La conduite et le suivi des projets
L'assistance à la recette des livrables le suivi et/ou son pilotage
La réalisation des actions de conduite du changement et former les utilisateurs, formateurs et administrateurs de la solution (rédaction de support, animation des formations)
  Profil recherché:
Issu(e) dune formation supérieure (Bac +5). Vous disposez de bonnes qualités rédactionnelles et relationnelles.
Vous avez de fortes capacités d'analyse qui vous permettent d'adosser à des processus métier divers et variés. Vous disposez dun esprit de synthèse et dinitiative.
Connaissances techniques requises:
Java/JEE (débutant)
SQL , PL SQL (intermédiaire)
Tomcat (débutant)
Javascript (débutant)
Connaissances techniques souhaitées non exigées
Alfresco
Reporting sur Jasper
Activiti
LDAP
Avantages :
L'opportunité de travailler sur des sujets et des problématiques intéressantes dans un contexte évolutif
L'adoption dune mission et dune vision de changer le monde vers le mieux
Une équipe jeune, passionnée, à grand potentiel et qui valorise le plus l'esprit de partage
Un environnement agréable et convivial
Une évaluation équitable de votre candidature quel que soient le genre, la nationalité, la religion, l'origine et la couleur du candidat.


Vous avez de l'audace et l'envie de réussir, n'attendez plus, venez contribuer à notre succès !

Suivez-nous sur LinkedIn afin de mieux connaître notre Spark team et nos solutions.",Consultant Technico-Fonctionnel,Vneuron,Tunis,"
Tunis,","
Il y a 30+ jours",2023-07-04 12:48:58.391529,,
84,"Vneuron Risk & Compliance est un leader et un acteur clé dans la lutte contre le blanchiment d'argent et le financement du terrorisme. Nous créons des solutions logicielles en utilisant des technologies de pointe et robustes. D'après les statistiques de l'UNODC (United Nation Office on Drugs and Crime), l'argent blanchi à travers le monde représente 2-5% de notre PIB international, équivalent à $800 milliards - $2 trillion US dollars. Cette somme colossale de fonds illicites provient de la corruption, du trafic de drogue, de l'exploitation des enfants au travail, du commerce d'organes et ainsi de suite.
Notre principale mission est de créer de la technologie pour la lutte contre les crimes financiers afin de participer à la croissance mondiale et à la sécurité internationale.
Utilisée par plus de 15 000 utilisateurs, notre solution Reis RCS assure l'automatisation des processus de conformité AML (Anti-Money Laundering). Reis RCS fait partie du top 100 des solutions regtech les plus innovantes pour l'année 2022.
Nos clients sont des institutions financières venant de plus que 45 pays européens, africains, du moyen orient et de l'Amérique. Nous sommes basés à Tunis et nous avons des filiales en France, au Cameroun et au Qatar.
Vneuron met au cœur de ses priorités l'épanouissement de ses collaborateurs et permet à ses équipes de travailler dans des conditions optimales. Notre équipe est animée par le goût du challenge et elle porte les valeurs du respect, de l'engagement et de l'évolution. Vous serez aussi entourés par des experts techniques et fonctionnels pour vous aider à évoluer dans votre parcours professionnel.
Afin de renforcer notre équipe produit et parce que notre force réside dans la compréhension des besoins et des métiers de nos clients, nous sommes à la recherche d'un Business Analyst confirmé.

Missions :
Maîtrise de la problématique métier et collect du besoin du client.
Compréhension et analyse du besoin client et du roadmap de nos produits pour la rédaction des spécifications technico-fonctionnelles.
Veille sur l'évolution du besoin du marché ainsi que sur l'apport de la concurrence.
Planification et animation des ateliers de cadrage de besoins.
Présentation et validation des spécifications détaillées avec l'équipe produit puis avec les équipes développement et qualité logicielle.
Création de maquettes statiques pour renforcer votre output
Coordination et suivi du développement du cahier de charge avec l'équipe développement.

Profil Recherché :
Ayant un diplôme d'ingénieur avec un bon background informatique
Une première expérience significative dans un poste similaire
Vous disposez dune bonne qualité rédactionnelle avec de bonnes capacités de communication écrite et verbale en français et en anglais
Un bon esprit danalyse, de synthèse et de résolution de problèmes
Vous aimez travailler sur des sujets complexes et vous faites preuve d'autonomie
Vous avez le sens du service et vous êtes orienté utilisateur
Des connaissances en Risque & Conformité AML seront un atout


Avantages :
L'opportunité de travailler sur des sujets et des problématiques intéressantes dans un contexte évolutif
L'adoption dune mission et dune vision de changer le monde vers le mieux
Une équipe jeune, passionnée, à grand potentiel et qui valorise le plus l'esprit de partage
Un environnement agréable et convivial
Une évaluation équitable de votre candidature quel que soient le genre, la nationalité, la religion, l'origine et la couleur du candidat.


Vous avez de l'audace et l'envie de réussir, n'attendez plus, venez contribuer à notre succès !

Suivez-nous sur LinkedIn afin de mieux connaître notre Spark team et nos solutions.",Business Analyst / Product Owner,Vneuron,Tunis,"
Tunis,","
Il y a 30+ jours",2023-07-04 12:48:58.945089,,
85,"Growth Manager - GOMYCODE Tunisia
Tunis, Tunisia
Full-time

Company Description - About us
We are building the future of digital learning in the African continent. For us it is key to excel in everything that we do, and this starts with the people that we hire.
GoMyCode is an educational platform that trains top talents on the newest skills and connects them with digital opportunities around the world. At GoMyCode, we provide high-end education on cutting-edge technologies with a focus on projects in an environment that leaves lasting impressions and positively impacts our student lives.

What we're looking for
As a Growth Manager at our rapidly growing EdTech startup, you will play a pivotal role in driving our expansion and success in delivering digital and tech skills training across Africa. You'll have the opportunity to shape our growth strategy and work closely with cross-functional teams to execute innovative marketing campaigns. This is an exciting opportunity for a dynamic and results-driven professional who thrives in a fast-paced, entrepreneurial environment.

Responsibilities
Develop and execute data-driven growth strategies to acquire new customers and expand our market presence across Africa.
Collaborate with the marketing team to create compelling marketing campaigns, including email marketing, content marketing, social media campaigns, and paid advertising.
Identify and leverage growth opportunities through strategic partnerships, industry events, and other channels to drive brand awareness and lead generation.
Conduct market research and competitor analysis to identify trends and insights that will inform our growth strategy.
Optimize conversion rates and user funnels through A/B testing, data analysis, and customer journey mapping.
Track and report key growth metrics to senior management and provide actionable recommendations for improvement.
Stay up-to-date with industry trends and emerging technologies to ensure our growth strategies are innovative and effective.

Qualifications
Bachelor's degree in Marketing, Business, or a related field. MBA preferred.
Proven experience as a Growth Manager or similar role, preferably in the EdTech or technology industry.
Strong analytical skills with the ability to leverage data to drive decision-making and measure campaign success.
Proficiency in marketingtools and platforms, including Google Analytics, CRMsoftware, and marketing automation tools.
Excellent project management and organizational skills, with the ability to manage multiple projects simultaneously.
Creative thinker with a passion for innovation and a growth mindset.
Strong communication and interpersonal skills, with the ability to collaborate effectively with cross-functional teams.
Experience in the African market and understanding of digital and tech skills training landscape is a plus.

Join our dynamic team and be part of the revolution in shaping the future of education in Africa!",Growth Manager - Tunisia,GOMYCODE,"Tunis, Tunis","
Tunis, Tunis 1053","
Il y a 30+ jours",2023-07-04 12:48:59.517462,,
86,"Paid Media Specialist (Google ads) - GOMYCODE Tunisia
Tunis, Tunisia
Full-time

Company Description - About us
We are building the future of digital learning in the African continent. For us it is key to excel in everything that we do, and this starts with the people that we hire.
GoMyCode is an educational platform that trains top talents on the newest skills and connects them with digital opportunities around the world. At GoMyCode, we provide high-end education on cutting-edge technologies with a focus on projects in an environment that leaves lasting impressions and positively impacts our student lives.

What we're looking for
Are you passionate about leveraging the power of digital advertising to drive growth and reach? We are seeking a talented and experienced Google Media Buyer to join our Central Marketing team at our high-growth EdTech startup. In this role, you will be responsible for planning, executing, and optimizing our digital advertising campaigns, specifically using Google Ads and related platforms. If you're a data-driven marketer with a knack for driving results, this is the role for you!

Responsibilities :
Develop and implement digital advertising strategies using GoogleAds and other relevant platforms to drive brand awareness, lead generation, and customer acquisition.
Conduct keyword research, competitor analysis, and audience segmentation to optimize campaign targeting and messaging.
Create and manage compelling ad campaigns across search, display, and video networks, ensuring they align with our brand guidelines and campaign objectives.
Monitor campaign performance, analyze data, and identify optimization opportunities to improve key performance indicators (KPIs) such as click-through rates (CTR), conversion rates, and return on ad spend (ROAS).
Collaborate with the creative team to develop engaging ad creatives, landing pages, and other assets for digital campaigns.
Track advertising budgets and provide regular reports on campaign performance to the marketing team and senior management.
Conduct A/B testing and experiments to identify and implement strategies that maximize campaign effectiveness and ROI.

Qualifications
Bachelor's degree in Marketing, Advertising, or a related field.
Proven experience as a Google Media Buyer or similar role, with a strong track record of managing successful digital advertising campaigns.
Expertise in Google Ads, including search, display, and video advertising, as well as Google Analytics.
In-depth knowledge of digital advertising platforms, tools, and best practices.
Strong analytical skills and ability to interpret data to make data-driven decisions and optimize campaign performance.
Excellent communication and collaboration skills, with the ability to work effectively with cross-functional teams.
Detail-oriented mindset with strong organizational and project management skills.
Creativity and ability to think outside the box when developing ad campaigns and optimization strategies.",Paid Media Specialist (Google ads) - GOMYCODE Tunisia,GOMYCODE,"Tunis, Tunis","
Tunis, Tunis 1053","
Il y a 30+ jours",2023-07-04 12:49:00.104387,,
